,0,1,2,3,4,5,6,7,8,9
CNN-ew4,-0.2192,-0.1578,-0.2187,-0.2253,-0.223,-0.1829,-0.209,0.0044,-0.1311,0.6995
RNN-ew4,0.6416,0.3585,0.4924,0.0418,0.5611,0.0274,0.6105,0.5485,0.3623,0.3739
GRU-ew4,0.2856,0.2325,0.2218,0.4094,0.36,0.2847,0.1287,0.531,0.0977,0.3293
DNN-ew4,-0.5376,0.2882,0.7431,0.1723,0.4266,0.3127,-0.2889,-0.0895,-0.3188,0.2769
LSTM-ew4,0.1036,0.0233,0.2354,0.1614,0.2108,0.3801,0.1198,0.1299,0.1674,0.0574
