,0,1,2,3,4,5,6,7,8,9
CNN-ew4,0.8271,0.806,0.8269,0.8292,0.8284,0.8147,0.8236,0.7474,0.7966,0.4106
RNN-ew4,0.4484,0.6,0.5336,0.7332,0.4963,0.7387,0.4675,0.5033,0.5981,0.5927
GRU-ew4,0.6331,0.6562,0.6608,0.5757,0.5992,0.6335,0.6992,0.513,0.7115,0.6134
DNN-ew4,0.9288,0.632,0.3796,0.6815,0.5672,0.621,0.8504,0.7818,0.8602,0.6369
LSTM-ew4,0.7092,0.7403,0.655,0.686,0.6654,0.5898,0.7027,0.6987,0.6835,0.7272
