,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
CNN-ew4,0.771,0.1225,0.8292,0.4106,-0.0863,0.2703,0.6995,-0.2253,0.1186,0.0193,0.1282,0.0619,53.8553,14.1125,70.7881,13.7078
RNN-ew4,0.5712,0.0968,0.7387,0.4484,0.4018,0.2074,0.6416,0.0274,0.0866,0.0154,0.1181,0.0673,30.3451,11.3389,53.8444,17.1344
GRU-ew4,0.6296,0.0556,0.7115,0.513,0.2881,0.1224,0.531,0.0977,0.093,0.0083,0.1072,0.0772,34.9992,6.8142,46.9349,22.7875
DNN-ew4,0.6939,0.1557,0.9288,0.3796,0.0985,0.375,0.7431,-0.5376,0.1091,0.0265,0.1517,0.0577,48.8412,20.9318,78.883,11.1693
LSTM-ew4,0.6858,0.0403,0.7403,0.5898,0.1589,0.0957,0.3801,0.0233,0.1022,0.0056,0.11,0.0888,41.1356,4.9204,47.5588,28.791
