,0,1,2,3,4,5,6,7,8,9
CNN-ew4,0.8998,0.8761,0.8996,0.9021,0.9259,0.8992,0.8959,0.7829,0.917,0.8196
RNN-ew4,0.797,0.7988,0.7912,0.8991,0.8015,0.834,0.7827,0.7947,0.8371,0.8173
GRU-ew4,0.8471,0.8802,0.8733,0.8391,0.858,0.8639,0.8952,0.8145,0.8925,0.8464
DNN-ew4,0.8809,0.8485,0.7806,0.8773,0.9982,0.8808,0.8498,0.7843,0.9506,0.8421
LSTM-ew4,0.9051,0.8792,0.8575,0.8747,0.8672,0.8396,0.8745,0.8777,0.8727,0.8965
