,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.01606,0.502,1.70492,2.3272,1.22093,2.71707
TestRMSE,1.93403,0.30377,1.74575,2.12231,1.58907,2.43829
Step1,0.99702,0.17527,0.88839,1.10565,0.73059,1.23645
Step2,1.16185,0.36211,0.93741,1.38629,0.75366,1.90723
Step3,1.13906,0.17179,1.03258,1.24553,0.89079,1.44716
