,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.97908,1.89448,1.12926,1.0098,1.13759
Exp2,2.58376,2.22235,0.73059,1.52014,1.44716
Exp3,2.18033,2.04431,1.22062,1.25547,1.05503
Exp4,1.9561,1.78456,0.73821,1.01871,1.26567
Exp5,2.6996,2.37776,1.16728,1.5405,1.38494
Exp6,1.7825,1.75531,1.23645,0.78787,0.96517
Exp7,2.71707,2.43829,0.96397,1.90723,1.17408
Exp8,1.39923,1.58907,0.92861,0.93238,0.89079
Exp9,1.22093,1.60018,0.92531,0.75366,1.06601
Exp10,1.642,1.63398,0.92986,0.89274,1.00413
