,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.30708,0.29511,2.12417,2.48999,1.64313,2.69794
TestRMSE,2.23835,0.7027,1.80282,2.67389,1.44424,4.0442
Step1,1.02506,0.33256,0.81894,1.23118,0.72815,1.66148
Step2,1.31906,0.69301,0.88953,1.74859,0.7377,3.08299
Step3,1.35007,0.54753,1.01071,1.68943,0.81656,2.50679
