,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,2.20942,2.06378,1.12357,1.11566,1.32367
Exp2,1.64313,1.44424,0.80615,0.7377,0.94432
Exp3,2.24659,2.05296,0.72815,1.73714,0.81656
Exp4,2.54994,2.38034,0.78369,1.46964,1.70059
Exp5,2.69794,4.0442,0.75285,3.08299,2.50679
Exp6,2.33401,1.92283,0.97069,0.90258,1.39298
Exp7,1.97499,1.50428,0.93488,0.78384,0.88003
Exp8,2.38487,2.12304,0.84751,1.71781,0.9155
Exp9,2.54335,2.77069,1.64164,0.83784,2.06876
Exp10,2.48659,2.07715,1.66148,0.80544,0.95147
