,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-obs,0.8279,0.0,0.8279,0.8279,-0.2206,0.0,-0.2206,-0.2206
RNN-obs,0.7631,0.0,0.7631,0.7631,-0.0369,0.0,-0.0369,-0.0369
GRU-obs,0.7987,0.0,0.7987,0.7987,-0.136,0.0,-0.136,-0.136
DNN-obs,0.7562,0.0,0.7562,0.7562,-0.0183,0.0,-0.0183,-0.0183
LSTM-obs,0.9954,0.0,0.9954,0.9954,-0.7644,0.0,-0.7644,-0.7644
