,fc2_rmse_mean,fc2_r2_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_std,fc2_r2_max,fc2_r2_min
0,8.0652,0.7978,0.1649,8.2005,7.8331,0.0082,0.8094,0.7911
0,8.38,0.7809,0.5215,8.9587,7.6947,0.0269,0.816,0.7506
0,7.4624,0.8268,0.2527,7.7913,7.177,0.0118,0.84,0.8114
0,7.1579,0.8408,0.0765,7.2256,7.051,0.0034,0.8455,0.8378
0,7.9385,0.804,0.209,8.162,7.6593,0.0103,0.8177,0.793
0,7.7063,0.8149,0.4431,8.1347,7.0961,0.0209,0.8435,0.7944
0,7.8502,0.8084,0.2027,8.1306,7.6584,0.01,0.8178,0.7946
