,fc3_rmse_mean,fc3_r2_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_std,fc3_r2_max,fc3_r2_min
0,10.7327,0.6377,0.3117,11.0731,10.32,0.0209,0.6653,0.6147
0,12.7155,0.489,0.9604,13.9718,11.6402,0.0776,0.5742,0.3866
0,11.8308,0.5591,0.5941,12.6602,11.2994,0.0449,0.5988,0.4964
0,10.7642,0.6355,0.3468,11.2089,10.3626,0.0235,0.6626,0.6052
0,11.4877,0.585,0.3248,11.9391,11.1881,0.0237,0.6067,0.5521
0,11.3766,0.5907,0.9164,12.3465,10.1473,0.0645,0.6764,0.521
0,11.4548,0.587,0.4847,12.1325,11.0269,0.0353,0.6179,0.5375
