,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,2.47024,1.13957,1.76393,3.17655,1.17016,4.94197
TestMSE,1.77216,0.83088,1.25717,2.28714,0.80785,3.77149
Step1,1.22048,0.70512,0.78344,1.65752,0.65344,2.95538
Step2,1.58265,1.16121,0.86293,2.30237,0.55824,4.36841
Step3,2.51333,1.74112,1.43418,3.59249,0.50936,6.45225
