,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.16809,0.92938,0.36124,0.5385,0.66579
Exp2,0.16619,0.9286,0.36027,0.53817,0.66549
Exp3,0.16484,0.93132,0.36225,0.54025,0.66652
Exp4,0.17045,0.9276,0.36268,0.53685,0.66385
Exp5,0.16925,0.93578,0.36708,0.54281,0.66806
Exp6,0.17269,0.9321,0.36369,0.54001,0.66703
Exp7,0.16959,0.92837,0.36487,0.53824,0.6626
Exp8,0.1663,0.93293,0.36434,0.54113,0.66694
Exp9,0.16852,0.92829,0.35984,0.5375,0.66583
Exp10,0.16573,0.92325,0.35924,0.53472,0.66137
