,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
RNN-ews,0.7426,0.04,0.8015,0.6983,0.0151,0.1065,0.1317,-0.144
DNN-sg7,0.753,0.0343,0.7884,0.6896,-0.0119,0.0901,0.1533,-0.1068
RNN-attn-ew2,0.7364,0.0103,0.7525,0.723,0.0343,0.0269,0.0692,-0.0082
Transformer,1.1126,0.0509,1.1716,1.047,-1.2087,0.2021,-0.9521,-1.4441
