,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.25094,0.90906,0.3473,0.51893,0.66066
Exp2,0.25205,0.90155,0.34146,0.51633,0.65544
Exp3,0.25252,0.92575,0.35316,0.53349,0.66909
Exp4,0.2461,0.89918,0.33608,0.51413,0.65669
Exp5,0.24486,0.89756,0.33772,0.51362,0.65403
Exp6,0.25012,0.9014,0.34185,0.51553,0.65566
Exp7,0.24901,0.90939,0.34844,0.52163,0.65839
Exp8,0.2417,0.90664,0.35282,0.52038,0.65323
Exp9,0.25634,0.92128,0.35071,0.52809,0.66849
Exp10,0.24528,0.91066,0.35365,0.52021,0.65849
