,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.24889,0.00416,0.24631,0.25147,0.2417,0.25634
TestRMSE,0.90825,0.0088,0.90279,0.9137,0.89756,0.92575
Step1,0.34632,0.00624,0.34245,0.35019,0.33608,0.35365
Step2,0.52023,0.006,0.51652,0.52395,0.51362,0.53349
Step3,0.65902,0.00532,0.65572,0.66231,0.65323,0.66909
