,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
tf-ews,1.0723,0.1557,1.2321,0.8345,-1.0907,0.5762,-0.2401,-1.7034
tf-obs,0.9984,0.1353,1.1479,0.7642,-0.8077,0.4583,-0.04,-1.3465
