,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
tf-ews,0.9305,0.1538,1.0803,0.7318,-0.5843,0.4935,0.0461,-1.0787
tf-obs,0.9117,0.1123,1.0298,0.7226,-0.5028,0.35,0.07,-0.8889
