,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.21843,0.89679,0.34702,0.51663,0.64568
Exp2,0.21825,0.89903,0.35536,0.51728,0.64374
Exp3,0.21869,0.89267,0.34789,0.51334,0.64212
Exp4,0.2169,0.8994,0.35514,0.51838,0.64349
Exp5,0.21856,0.89859,0.35015,0.51758,0.64573
Exp6,0.21465,0.89105,0.34903,0.51281,0.63967
Exp7,0.21812,0.89424,0.34944,0.51401,0.64292
Exp8,0.21817,0.89672,0.34872,0.51681,0.64452
Exp9,0.21758,0.89545,0.35195,0.51499,0.64245
Exp10,0.22216,0.89876,0.3554,0.51804,0.64272
