,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.21815,0.00175,0.21706,0.21924,0.21465,0.22216
TestRMSE,0.89627,0.00273,0.89458,0.89796,0.89105,0.8994
Step1,0.35101,0.00307,0.34911,0.35291,0.34702,0.3554
Step2,0.51599,0.00193,0.51479,0.51718,0.51281,0.51838
Step3,0.6433,0.0017,0.64225,0.64436,0.63967,0.64573
