,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,3.38605,0.0374,3.36287,3.40924,3.31352,3.43603
TestMSE,78.30186,1.3982,77.43525,79.16848,76.63737,81.03578
Step1,78.30186,1.3982,77.43525,79.16848,76.63737,81.03578
Step2,113.50148,1.16587,112.77886,114.22409,111.54812,115.58298
Step3,163.37136,1.41229,162.49601,164.2467,160.67788,165.20063
