,0,1,2,3,4,5,6,7,8,9
CNN-ew3,-0.1204,-0.1376,-0.1449,-0.2074,-0.134,-0.0776,-0.1409,0.3122,-0.1348,-0.1431
RNN-ew3,0.1271,0.1178,0.0702,0.1713,0.044,0.1222,0.1053,0.2906,0.2133,0.2376
GRU-ew3,0.1215,0.012,0.0944,0.0239,0.1043,-0.1117,-0.0827,-0.0602,-0.1348,-0.2469
DNN-ew3,0.0895,0.0285,-0.0723,-0.1586,-0.1479,0.2511,0.0281,0.3578,0.0832,-0.0126
LSTM-ew3,-0.018,0.0252,-0.0586,-0.0209,-0.0209,0.0307,-0.0222,0.0064,0.0518,-0.0146
