,0,1,2,3,4,5,6,7,8,9
CNN-ew3,0.8242,0.8291,0.8319,0.8596,0.828,0.8054,0.8304,0.7514,0.8281,0.8313
RNN-ew3,0.7847,0.7749,0.7886,0.7691,0.797,0.7968,0.7914,0.7405,0.769,0.7579
GRU-ew3,0.7859,0.8126,0.7903,0.8019,0.7861,0.8382,0.8278,0.8183,0.8412,0.8699
DNN-ew3,0.8045,0.8221,0.8534,0.8076,0.8492,0.7716,0.821,0.7458,0.8117,0.7604
LSTM-ew3,0.8188,0.8082,0.8311,0.8227,0.8198,0.8043,0.818,0.8103,0.8058,0.8198
