,0,1,2,3,4,5,6,7,8,9
CNN-ew3,0.7247,0.766,0.7683,0.7174,0.7496,0.7473,0.767,0.4083,0.7651,0.7677
RNN-ew3,0.5489,0.5769,0.6053,0.5269,0.6073,0.5331,0.5415,0.4641,0.4828,0.4972
GRU-ew3,0.5454,0.5948,0.5773,0.6107,0.5661,0.6835,0.702,0.6852,0.7194,0.7715
DNN-ew3,0.5135,0.5451,0.5747,0.8282,0.6857,0.4137,0.5529,0.3685,0.5107,0.6522
LSTM-ew3,0.6431,0.625,0.6671,0.6411,0.6426,0.6258,0.6564,0.642,0.598,0.6459
