,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,1.41658,1.71799,3.09618,1.24892,0.80887
Exp2,2.45213,2.90872,2.44156,0.89656,5.38804
Exp3,0.98322,1.12867,0.84422,1.15712,1.38465
Exp4,2.26132,2.59022,0.7939,3.61031,3.36646
Exp5,2.14822,2.51379,4.19267,1.19837,2.15033
Exp6,0.99573,1.18952,1.05027,0.72317,1.79511
Exp7,1.53618,1.80656,2.41828,2.1936,0.8078
Exp8,2.2677,2.71999,1.12852,1.33017,5.70127
Exp9,1.6051,1.8409,3.46074,1.21541,0.84655
Exp10,3.80934,4.39185,4.20779,6.33631,2.63144
