,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,1.94755,0.7979,1.45301,2.44209,0.98322,3.80934
TestMSE,2.28082,0.91909,1.71116,2.85048,1.12867,4.39185
Step1,2.36341,1.28525,1.56681,3.16002,0.7939,4.20779
Step2,1.99099,1.65114,0.96761,3.01438,0.72317,6.33631
Step3,2.48805,1.72267,1.42033,3.55578,0.8078,5.70127
