,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,14917.04407,6859.88031,10665.2462,19168.84194,9678.56511,34486.07725
TestMSE,19853.15253,9222.00437,14137.295,25569.01005,12875.93355,46086.70729
Step1,14383.01064,3260.64619,12362.04119,16403.98009,7329.11162,16641.48362
Step2,28499.73181,32329.75543,8461.54179,48537.92183,13033.41749,124091.4629
Step3,16676.71513,5337.96848,13368.20799,19985.22227,6839.54735,30280.81942
