,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,1.25609,0.0192,1.24419,1.26799,1.22362,1.28758
TestMSE,63.66553,0.88443,63.11736,64.21371,62.22199,64.96645
Step1,63.66553,0.88443,63.11736,64.21371,62.22199,64.96645
Step2,82.75984,0.96737,82.16025,83.35942,81.30611,83.88275
Step3,121.65535,1.85849,120.50345,122.80725,118.40486,123.71024
