,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,0.01135,0.1442,0.1442,0.31887,0.51802
Exp2,0.01113,0.14943,0.14943,0.32395,0.52344
Exp3,0.01112,0.14478,0.14478,0.31969,0.52275
Exp4,0.01114,0.14478,0.14478,0.322,0.52753
Exp5,0.01092,0.14365,0.14365,0.31995,0.52222
Exp6,0.01093,0.14473,0.14473,0.32303,0.5288
Exp7,0.01059,0.14519,0.14519,0.32132,0.52223
Exp8,0.01058,0.14345,0.14345,0.32232,0.52533
Exp9,0.01077,0.1457,0.1457,0.31972,0.52167
Exp10,0.01071,0.14536,0.14536,0.31916,0.51866
