,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,2.16283,2.5568,1.41557,4.77828,1.47657
Exp2,1.83683,2.19981,0.9107,2.89731,2.79143
Exp3,2.33891,2.66297,5.44647,0.76383,1.77861
Exp4,2.13417,2.61567,5.16715,1.07653,1.60334
Exp5,3.28135,3.76971,5.15889,1.45814,4.69211
Exp6,2.68799,3.22167,5.56475,1.01147,3.0888
Exp7,1.58576,2.14058,3.50225,1.39927,1.52023
Exp8,1.28577,1.56693,1.26519,1.54434,1.89126
Exp9,1.09925,1.21607,1.11212,1.75775,0.77835
Exp10,1.0041,1.08238,0.95484,1.51196,0.78036
