,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,1.9417,0.68935,1.51443,2.36896,1.0041,3.28135
TestMSE,2.30326,0.80852,1.80213,2.80439,1.08238,3.76971
Step1,3.04979,1.99449,1.81359,4.28599,0.9107,5.56475
Step2,1.81989,1.12768,1.12094,2.51883,0.76383,4.77828
Step3,2.0401,1.12896,1.34037,2.73984,0.77835,4.69211
