,fc1_rmse_mean,fc1_r2_mean,test_loss_mean,train_loss_mean,valid_loss_mean,last_epoch,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_std,test_loss_max,test_loss_min,train_loss_std,train_loss_max,train_loss_min,valid_loss_std,valid_loss_max,valid_loss_min
LSTM-3-obs,5.155,0.9186,0.0136,6.4693,0.7329,6.25e-06,0.0453,5.2173,5.1111,0.0015,0.92,0.9166,0.0002,0.0138,0.0134,0.0512,6.5348,6.4099,0.0201,0.7546,0.7061
LSTM-3-sg5,4.5977,0.9352,0.0144,3.1061,0.6215,6.25e-06,0.0944,4.7009,4.4728,0.0026,0.9387,0.9323,0.0004,0.0148,0.0139,0.0087,3.1183,3.0996,0.0095,0.6298,0.6082
LSTM-3-sg7,4.4347,0.9397,0.0132,1.6823,0.5884,1.5625e-06,0.1694,4.6283,4.2157,0.0046,0.9456,0.9344,0.0007,0.0141,0.0124,0.0215,1.7033,1.6528,0.0276,0.6266,0.5625
LSTM-3-sg9,4.128,0.9478,0.0121,1.3329,0.5764,6.25e-06,0.0515,4.1696,4.0554,0.0013,0.9496,0.9467,0.0003,0.0123,0.0116,0.0229,1.3615,1.3055,0.0239,0.5964,0.5428
LSTM-3-ew2,4.6431,0.934,0.0133,4.0743,0.644,2.5e-05,0.0835,4.741,4.537,0.0024,0.937,0.9312,0.0002,0.0136,0.013,0.1177,4.2286,3.9431,0.009,0.6533,0.6318
LSTM-3-ew3,4.5681,0.9361,0.0135,3.1387,0.6364,6.25e-06,0.048,4.6259,4.5084,0.0013,0.9377,0.9345,0.0002,0.0138,0.0132,0.1228,3.2716,2.9755,0.0159,0.6587,0.6233
LSTM-3-ew4,4.5298,0.9371,0.0138,2.5314,0.6505,1.25e-05,0.0451,4.5665,4.4663,0.0013,0.9389,0.9361,0.0001,0.0139,0.0137,0.0482,2.597,2.4827,0.0049,0.654,0.6436
